budget,genres,id,keywords,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,movie_id,cast,crew,Profit
180000000,"['Action', 'Adventure']",258489,"['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']",en,The Legend of Tarzan,42.741719,"['Canada', 'United Kingdom', 'United States of America']",2016-06-29,356743061,109.0,['English'],Released,The Legend of Tarzan,5.5,2430,258489,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz']",['David Yates'],176743061
180000000,"['Adventure', 'Family', 'Fantasy']",411,"['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,"['United Kingdom', 'United States of America']",2005-12-07,748806957,143.0,"['English', 'Deutsch']",Released,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,411,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes']",['Andrew Adamson'],568806957
178000000,['Science Fiction'],246655,"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",en,X-Men: Apocalypse,139.272042,['United States of America'],2016-05-18,543934787,144.0,['English'],Released,X-Men: Apocalypse,6.4,4721,246655,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",['Bryan Singer'],365934787
185000000,"['Drama', 'Action', 'Crime', 'Thriller']",155,"['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",en,The Dark Knight,187.322927,"['United Kingdom', 'United States of America']",2008-07-16,1004558444,152.0,"['English', '普通话']",Released,The Dark Knight,8.2,12002,155,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",['Christopher Nolan'],819558444
175000000,"['Animation', 'Comedy', 'Family', 'Adventure']",14160,"['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']",en,Up,92.201962,['United States of America'],2009-05-13,735099082,96.0,['English'],Released,Up,7.7,6870,14160,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai']",['Pete Docter'],560099082
175000000,"['Animation', 'Family', 'Adventure', 'Science Fiction']",15512,"['alien', 'giant robot', 'duringcreditsstinger']",en,Monsters vs Aliens,36.167578,['United States of America'],2009-03-19,381509870,94.0,['English'],Released,Monsters vs Aliens,6.0,1423,15512,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie']",['Conrad Vernon'],206509870
140000000,"['Action', 'Science Fiction', 'Adventure']",1726,"['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",en,Iron Man,120.725053,['United States of America'],2008-04-30,585174222,126.0,"['English', 'فارسی', 'اردو', 'العربية']",Released,Iron Man,7.4,8776,1726,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",['Jon Favreau'],445174222
170000000,"['Adventure', 'Drama', 'Family']",44826,"['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']",en,Hugo,32.319043,"['France', 'United States of America', 'United Kingdom']",2011-11-22,185770160,126.0,['English'],Released,Hugo,7.0,2141,44826,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield']",['Martin Scorsese'],15770160
170000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",8487,"['steampunk', 'based on tv series', 'steam locomotive', 'drag']",en,Wild Wild West,40.748915,['United States of America'],1999-06-29,222104681,106.0,['English'],Released,Wild Wild West,5.1,1020,8487,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh']",['Barry Sonnenfeld'],52104681
145000000,"['Adventure', 'Action', 'Fantasy']",1735,[],en,The Mummy: Tomb of the Dragon Emperor,60.034162,"['Germany', 'United States of America']",2008-07-01,401128639,112.0,"['English', '普通话', '']",Released,The Mummy: Tomb of the Dragon Emperor,5.2,1387,1735,"['Brendan Fraser', 'Jet Li', 'John Hannah']",['Rob Cohen'],256128639
175000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",297761,"['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",en,Suicide Squad,90.23792,['United States of America'],2016-08-02,745000000,123.0,['English'],Released,Suicide Squad,5.9,7458,297761,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman']",['David Ayer'],570000000
175000000,"['Fantasy', 'Comedy', 'Family']",2698,"['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",en,Evan Almighty,27.082182,['United States of America'],2007-06-09,173000000,96.0,['English'],Released,Evan Almighty,5.3,1151,2698,"['Steve Carell', 'Lauren Graham', 'John Goodman']",['Tom Shadyac'],-2000000
178000000,"['Action', 'Science Fiction']",137113,"['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",en,Edge of Tomorrow,79.456485,"['Australia', 'United States of America']",2014-05-27,370541256,113.0,['English'],Released,Edge of Tomorrow,7.6,4858,137113,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']",['Doug Liman'],192541256
175000000,"['Adventure', 'Action']",9804,"['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']",en,Waterworld,44.640292,['United States of America'],1995-07-28,264218220,135.0,"['English', 'Deutsch', 'Español']",Released,Waterworld,5.9,992,9804,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles']",['Kevin Reynolds'],89218220
175000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",14869,"['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",en,G.I. Joe: The Rise of Cobra,32.852443,"['Czech Republic', 'United States of America']",2009-08-04,302469017,118.0,"['English', 'Français', '']",Released,G.I. Joe: The Rise of Cobra,5.6,1962,14869,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans']",['Stephen Sommers'],127469017
175000000,"['Drama', 'Comedy', 'Animation', 'Family']",150540,"['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",en,Inside Out,128.655964,['United States of America'],2015-06-09,857611174,94.0,['English'],Released,Inside Out,8.0,6560,150540,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']",['Pete Docter'],682611174
175000000,"['Family', 'Adventure', 'Drama', 'Fantasy']",278927,"['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']",en,The Jungle Book,94.199316,"['United Kingdom', 'United States of America']",2016-04-07,966550600,106.0,['English'],Released,The Jungle Book,6.7,2892,278927,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley']",['Jon Favreau'],791550600
200000000,"['Adventure', 'Action', 'Science Fiction']",10138,"['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",en,Iron Man 2,77.300194,['United States of America'],2010-04-28,623933331,124.0,"['English', 'Pусский', 'Français']",Released,Iron Man 2,6.6,6849,10138,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Jon Favreau'],423933331
170000000,"['Adventure', 'Fantasy', 'Drama']",58595,"['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",en,Snow White and the Huntsman,77.178973,['United States of America'],2012-05-30,396600000,127.0,['English'],Released,Snow White and the Huntsman,5.8,3118,58595,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']",['Rupert Sanders'],226600000
180000000,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",102651,"['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",en,Maleficent,110.620647,['United States of America'],2014-05-28,758539785,97.0,['English'],Released,Maleficent,7.0,4496,102651,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']",['Robert Stromberg'],578539785
170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",119450,"['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",en,Dawn of the Planet of the Apes,243.791743,['United States of America'],2014-06-26,710644566,130.0,['English'],Released,Dawn of the Planet of the Apes,7.3,4410,119450,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman']",['Matt Reeves'],540644566
27000000,"['Action', 'Adventure', 'Science Fiction', 'Romance']",79698,[],en,The Lovers,2.418535,"['Australia', 'Belgium', 'India']",2015-02-13,0,109.0,['English'],Released,The Lovers,4.8,34,79698,"['Josh Hartnett', 'Simone Kessell', 'Tamsin Egerton']",['Roland Joffé'],-27000000
175000000,"['Drama', 'Action', 'Adventure', 'Fantasy']",64686,"['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",en,47 Ronin,41.796339,['United States of America'],2013-12-06,150962475,119.0,"['English', '日本語']",Released,47 Ronin,5.9,1326,64686,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki']",['Carl Rinsch'],-24037525
170000000,"['Action', 'Adventure', 'Science Fiction']",100402,"['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'political thriller']",en,Captain America: The Winter Soldier,72.225265,['United States of America'],2014-03-20,714766572,136.0,['English'],Released,Captain America: The Winter Soldier,7.6,5764,100402,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']",['Anthony Russo'],544766572
165000000,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",10192,"['ogre', '3d']",en,Shrek Forever After,44.041186,['United States of America'],2010-05-16,752600867,93.0,['English'],Released,Shrek Forever After,6.0,1959,10192,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",['Mike Mitchell'],587600867
190000000,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",158852,"['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'futuristic car', 'futuristic city']",en,Tomorrowland,130.311355,['United States of America'],2015-05-19,209154322,130.0,['English'],Released,Tomorrowland,6.2,2846,158852,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy']",['Brad Bird'],19154322
165000000,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",177572,"['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']",en,Big Hero 6,203.73459,['United States of America'],2014-10-24,652105443,102.0,['English'],Released,Big Hero 6,7.8,6135,177572,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney']",['Chris Williams'],487105443
165000000,"['Family', 'Animation', 'Comedy', 'Adventure']",82690,"['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']",en,Wreck-It Ralph,62.341073,['United States of America'],2012-11-01,471222889,108.0,['English'],Released,Wreck-It Ralph,7.1,4570,82690,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']",['Rich Moore'],306222889
165000000,"['Adventure', 'Animation', 'Family', 'Fantasy']",5255,"['santa claus', 'nerd', 'faith', 'gift', 'bell', 'beard', 'north pole', 'chute', 'trestle', 'ticket', 'christmas']",en,The Polar Express,47.323228,['United States of America'],2004-11-10,305875730,100.0,['English'],Released,The Polar Express,6.4,1474,5255,"['Tom Hanks', 'Michael Jeter', 'Nona Gaye']",['Robert Zemeckis'],140875730
165000000,"['Action', 'Adventure', 'Science Fiction']",47933,"['alternate history', 'alien invasion']",en,Independence Day: Resurgence,48.775723,['United States of America'],2016-06-22,389681935,120.0,['English'],Released,Independence Day: Resurgence,4.9,2491,47933,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']",['Roland Emmerich'],224681935
165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']",10191,"['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']",en,How to Train Your Dragon,67.263269,['United States of America'],2010-03-05,494878759,98.0,['English'],Released,How to Train Your Dragon,7.5,4227,10191,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']",['Chris Sanders'],329878759
200000000,"['Action', 'Thriller', 'Science Fiction']",296,"['saving the world', 'artificial intelligence', 'man vs machine', 'cyborg', 'killer robot', 'sun glasses', 'leather jacket', 'nanotechnology', 'rocket launcher', 'firemen', 'veterinarian', 'fire engine', 'dystopia', 'psychiatrist']",en,Terminator 3: Rise of the Machines,69.405188,"['Germany', 'United Kingdom', 'United States of America']",2003-07-02,435000000,109.0,['English'],Released,Terminator 3: Rise of the Machines,5.9,2143,296,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes']",['Jonathan Mostow'],235000000
170000000,"['Action', 'Science Fiction', 'Adventure']",118340,"['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",en,Guardians of the Galaxy,481.098624,"['United Kingdom', 'United States of America']",2014-07-30,773328629,121.0,['English'],Released,Guardians of the Galaxy,7.9,9742,118340,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",['James Gunn'],603328629
165000000,"['Adventure', 'Drama', 'Science Fiction']",157336,"['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']",en,Interstellar,724.247784,"['Canada', 'United States of America', 'United Kingdom']",2014-11-05,675120017,169.0,['English'],Released,Interstellar,8.1,10867,157336,"['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway']",['Christopher Nolan'],510120017
160000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",27205,"['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']",en,Inception,167.58371,"['United Kingdom', 'United States of America']",2010-07-14,825532764,148.0,"['English', '日本語', 'Français']",Released,Inception,8.1,13752,27205,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']",['Christopher Nolan'],665532764
15000000,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",315011,"['monster', 'godzilla', 'giant monster', 'destruction', 'kaiju', 'toyko']",ja,シン・ゴジラ,9.476999,['Japan'],2016-07-29,77000000,120.0,"['Italiano', 'Deutsch', 'English', '日本語']",Released,Shin Godzilla,6.5,143,315011,"['Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara']",['Hideaki Anno'],62000000
250000000,"['Adventure', 'Fantasy', 'Action']",49051,"['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'mountains', 'wizard', 'journey', 'ring', 'goblin', 'courage', 'giant', 'tunnel', 'underground lake', 'buried treasure', 'climbing a tree', 'invisibility', 'ancient', 'gnomes']",en,The Hobbit: An Unexpected Journey,108.849621,"['New Zealand', 'United States of America']",2012-11-26,1021103568,169.0,['English'],Released,The Hobbit: An Unexpected Journey,7.0,8297,49051,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage']",['Peter Jackson'],771103568
